date,ticker,close,daily_return
2026-03-31,AMZN,208.27000427246094,0.03642700888472339
2026-04-01,AMZN,210.57000732421875,0.011043371606930696
2026-04-02,AMZN,209.77000427246094,-0.0037992260242744047
2026-04-06,AMZN,212.7899932861328,0.014396667550949482
2026-04-07,AMZN,213.77000427246094,0.00460553135602737
2026-04-08,AMZN,221.25,0.03499085736091123
2026-04-09,AMZN,233.64999389648438,0.056045170153601775
2026-04-10,AMZN,238.3800048828125,0.020244002182271403
2026-04-13,AMZN,238.6999969482422,0.0013423611833005555
2026-03-16,GOOGL,305.55999755859375,
2026-03-17,GOOGL,310.9200134277344,0.01754161510658081
2026-03-18,GOOGL,307.69000244140625,-0.010388559265513075
2026-03-19,GOOGL,307.1300048828125,-0.0018200057010314685
2026-03-20,GOOGL,301.0,-0.019958990607744198
2026-03-23,GOOGL,302.05999755859375,0.00352158657340107
2026-03-24,GOOGL,290.44000244140625,-0.03846916245483134
2026-03-25,GOOGL,290.92999267578125,0.0016870618036641805
2026-03-26,GOOGL,280.9200134277344,-0.034406831540405025
2026-03-27,GOOGL,274.3399963378906,-0.023423098303163248
2026-03-30,GOOGL,273.5,-0.0030618806922197983
2026-03-31,GOOGL,287.55999755859375,0.05140766931844154
2026-04-01,GOOGL,297.3900146484375,0.03418422998087833
2026-04-02,GOOGL,295.7699890136719,-0.005447478243950976
2026-04-06,GOOGL,299.989990234375,0.014267847913765452
2026-04-07,GOOGL,305.4599914550781,0.01823394579408988
2026-04-08,GOOGL,317.32000732421875,0.03882674065642666
2026-04-09,GOOGL,318.489990234375,0.0036870757694167366
2026-04-10,GOOGL,317.239990234375,-0.0039247701288198655
2026-04-13,GOOGL,319.6300048828125,0.007533774814050931
2026-03-16,META,627.4500122070312,
2026-03-17,META,622.6599731445312,-0.007634136535675906
2026-03-18,META,615.6799926757812,-0.011209939244207434
2026-03-19,META,606.7000122070312,-0.014585467410955566
2026-03-20,META,593.6599731445312,-0.021493388495351096
2026-03-23,META,604.0599975585938,0.017518486818262513
2026-03-24,META,592.9199829101562,-0.018441900959278335
2026-03-25,META,594.8900146484375,0.0033225929215809913
2026-03-26,META,547.5399780273438,-0.07959460649053962
2026-03-27,META,525.719970703125,-0.03985098476796356
2026-03-30,META,536.3800048828125,0.02027701965635864
2026-03-31,META,572.1300048828125,0.06665050836078534
2026-04-01,META,579.22998046875,0.01240972423285469
2026-04-02,META,574.4600219726562,-0.008234999321398373
2026-04-06,META,573.02001953125,-0.002506706100211087
2026-04-07,META,575.0499877929688,0.0035425782564793007
2026-04-08,META,612.4199829101562,0.06498564630983283
2026-04-09,META,628.3900146484375,0.026076927899042923
2026-04-10,META,629.8599853515625,0.00233926489737013
2026-04-13,META,629.5250244140625,-0.0005318022184137572
2026-03-16,MSFT,399.95001220703125,
2026-03-17,MSFT,399.4100036621094,-0.001350190094862036
2026-03-18,MSFT,391.7900085449219,-0.019078127856892224
2026-03-19,MSFT,389.0199890136719,-0.007070163788856276
2026-03-20,MSFT,381.8699951171875,-0.018379502592174246
2026-03-23,MSFT,383.0,0.002959135038786531
2026-03-24,MSFT,372.739990234375,-0.02678853724706265
2026-03-25,MSFT,371.0400085449219,-0.004560770869753483
2026-03-26,MSFT,365.9700012207031,-0.013664314379738696
2026-03-27,MSFT,356.7699890136719,-0.02513870584021738
2026-03-30,MSFT,358.9599914550781,0.0061384155305796995
2026-03-31,MSFT,370.1700134277344,0.031229168262500107
2026-04-01,MSFT,369.3699951171875,-0.0021612185793732364
2026-04-02,MSFT,373.4599914550781,0.011072898156205158
2026-04-06,MSFT,372.8800048828125,-0.0015530085833448393
2026-04-07,MSFT,372.2900085449219,-0.0015822686391459007
2026-04-08,MSFT,374.3299865722656,0.005479540091115842
2026-04-09,MSFT,373.07000732421875,-0.0033659586280663234
2026-04-10,MSFT,370.8699951171875,-0.005897049250381925
2026-04-13,MSFT,380.8949890136719,0.0270310190321994
2026-03-16,NFLX,95.19999694824219,
2026-03-17,NFLX,94.36000061035156,-0.008823491227077596
2026-03-18,NFLX,94.69999694824219,0.003603182870828947
2026-03-19,NFLX,91.73999786376953,-0.03125659112840762
2026-03-20,NFLX,91.81999969482422,0.00087204962848908
2026-03-23,NFLX,93.37999725341797,0.01698973604637999
2026-03-24,NFLX,90.91999816894531,-0.026343961842241526
2026-03-25,NFLX,92.27999877929688,0.014958212029706042
2026-03-26,NFLX,93.31999969482422,0.011270057751243456
2026-03-27,NFLX,93.43000030517578,0.0011787463642443097
2026-03-30,NFLX,92.97000122070312,-0.004923462303008996
2026-03-31,NFLX,96.1500015258789,0.034204584956675665
2026-04-01,NFLX,95.55000305175781,-0.0062402336411778725
2026-04-02,NFLX,98.66000366210938,0.032548409325187766
2026-04-06,NFLX,98.93000030517578,0.0027366372698616193
2026-04-07,NFLX,98.81999969482422,-0.0011119034672216754
2026-04-08,NFLX,99.38999938964844,0.005768060074726744
2026-04-09,NFLX,102.05000305175781,0.02676329287095669
2026-04-10,NFLX,103.01000213623047,0.009407144103521059
2026-04-13,NFLX,103.44999694824219,0.00427137950574763
2026-03-16,NVDA,183.22000122070312,
2026-03-17,NVDA,181.92999267578125,-0.00704076266961684
2026-03-18,NVDA,180.39999389648438,-0.00840982158463277
2026-03-19,NVDA,178.55999755859375,-0.010199536586162128
2026-03-20,NVDA,172.6999969482422,-0.03281810422532416
2026-03-23,NVDA,175.63999938964844,0.01702375502813336
2026-03-24,NVDA,175.1999969482422,-0.002505138026276832
2026-03-25,NVDA,178.67999267578125,0.019862989658425256
2026-03-26,NVDA,171.24000549316406,-0.04163861365338872
2026-03-27,NVDA,167.52000427246094,-0.02172390271764868
2026-03-30,NVDA,165.1699981689453,-0.014028211816980884
2026-03-31,NVDA,174.39999389648438,0.05588179348466227
2026-04-01,NVDA,175.75,0.0077408609562046315
2026-04-02,NVDA,177.38999938964844,0.009331433227018238
2026-04-06,NVDA,177.63999938964844,0.0014093240930164175
2026-04-07,NVDA,178.10000610351562,0.0025895446715138437
2026-04-08,NVDA,182.0800018310547,0.02234697131467711
2026-04-09,NVDA,183.91000366210938,0.010050537196021558
2026-04-10,NVDA,188.6300048828125,0.025664733438725884
2026-04-13,NVDA,188.1501007080078,-0.0025441560853631806
2026-03-16,PLTR,152.72000122070312,
2026-03-17,PLTR,155.0800018310547,0.015453120688108335
2026-03-18,PLTR,152.77000427246094,-0.014895521868192096
2026-03-19,PLTR,155.67999267578125,0.01904816601386239
2026-03-20,PLTR,150.67999267578125,-0.03211716492313166
2026-03-23,PLTR,160.83999633789062,0.0674276888503087
2026-03-24,PLTR,154.77999877929688,-0.0376771804064393
2026-03-25,PLTR,154.9600067138672,0.001162992221152459
2026-03-26,PLTR,147.55999755859375,-0.04775431617615711
2026-03-27,PLTR,143.05999755859375,-0.03049606990006304
2026-03-30,PLTR,137.5500030517578,-0.03851527052193038
2026-03-31,PLTR,146.27999877929688,0.06346779741076491
2026-04-01,PLTR,146.49000549316406,0.0014356488625901775
2026-04-02,PLTR,148.4600067138672,0.013448024758214938
2026-04-06,PLTR,147.92999267578125,-0.003570079577777885
2026-04-07,PLTR,150.07000732421875,0.014466401368164572
2026-04-08,PLTR,140.75999450683594,-0.062037798114242704
2026-04-09,PLTR,130.49000549316406,-0.07296099328259864
2026-04-10,PLTR,128.05999755859375,-0.018622176659327416
2026-04-13,PLTR,133.07659912109375,0.0391738377177826
2026-03-16,SPY,667.2078857421875,
2026-03-17,SPY,668.9630126953125,0.00263055486997521
2026-03-18,SPY,659.6285400390625,-0.013953645387120184
2026-03-19,SPY,658.0029907226562,-0.0024643404851918405
2026-03-20,SPY,648.5700073242188,-0.01433577587250423
2026-03-23,SPY,655.3800048828125,0.01050001924493782
2026-03-24,SPY,653.1799926757812,-0.0033568497522664664
2026-03-25,SPY,656.8200073242188,0.0055727589473859585
2026-03-26,SPY,645.0900268554688,-0.017858744158138706
2026-03-27,SPY,634.0900268554688,-0.017051883523327982
2026-03-30,SPY,631.969970703125,-0.0033434623831846144
2026-03-31,SPY,650.3400268554688,0.02906792569891481
2026-04-01,SPY,655.239990234375,0.007534463782890022
2026-04-02,SPY,655.8300170898438,0.0009004744280911581
2026-04-06,SPY,658.9299926757812,0.004726797348638012
2026-04-07,SPY,659.219970703125,0.0004400741058487867
2026-04-08,SPY,676.010009765625,0.025469554638327674
2026-04-09,SPY,679.9099731445312,0.00576909117108837
2026-04-10,SPY,679.4600219726562,-0.0006617805145495703
2026-04-13,SPY,682.090087890625,0.0038708177566253443
2026-03-16,TSLA,395.55999755859375,
2026-03-17,TSLA,399.2699890136719,0.00937908655570907
2026-03-18,TSLA,392.7799987792969,-0.016254640751756533
2026-03-19,TSLA,380.29998779296875,-0.03177353995904619
2026-03-20,TSLA,367.9599914550781,-0.03244805872728129
2026-03-23,TSLA,380.8500061035156,0.035031022251806876
2026-03-24,TSLA,383.0299987792969,0.005724019012326664
2026-03-25,TSLA,385.95001220703125,0.007623458833617036
2026-03-26,TSLA,372.1099853515625,-0.03585963575004292
2026-03-27,TSLA,361.8299865722656,-0.027626237359861583
2026-03-30,TSLA,355.2799987792969,-0.018102390725044493
2026-03-31,TSLA,371.75,0.04635780589195071
2026-04-01,TSLA,381.260009765625,0.025581734406523227
2026-04-02,TSLA,360.5899963378906,-0.05421500524128142
2026-04-06,TSLA,352.82000732421875,-0.021547988276388597
2026-04-07,TSLA,346.6499938964844,-0.017487708462248674
2026-04-08,TSLA,343.25,-0.009808146419583275
2026-04-09,TSLA,345.6199951171875,0.006904574267115882
2026-04-10,TSLA,348.95001220703125,0.009634908676839249
2026-04-13,TSLA,352.3999938964844,0.009886750447815507
